Card Concept,Card Element/Type/Slot,Name,Supertype,Type,Subtype,Element,Cost,Dedication,Text,Strength,Defense,Mana,Territory Defense,Flavor Text,Element ID,Card Number,Rarity,Deckbuilding Points 185,@dedication_image,@rarity_icon,@frame,Card ID,Art ID,@card_image,Set,Subset,@set_symbol,Copyright Text,Landscape Name,Supertype,Type,Subtype,Landscape Text,Landscape Flavor Text,@Landscape_Dedication,Landscape Mana,Landscape Defense,@rarity_icon_landscape,@image_landscape,Landscape Copyright Text,Ben's Rating,Dan's Rating
Gets additional attack when attacking players,Rare Shadow Unit,Kythrin's Assassin,,Unit,Human Rogue,Shadow,2,2,"%Backstab% {2} ^(When you summon this unit, you may pay its Backstab cost to attack target enemy unit in the same space. If you do, double its Strength until the end of the battle.)^ßßWhen Kythrin's Assassin besieges a territory, it gains %Strength -2% until the end of the turn.",3,2,,,,S,187,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S187,33,033-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S187",,,,,,,,,,,,,0,0
"Ancestral Remains - Skeleton. Whenever a unit comes under your control from your discard, put a 1/1 counter on this.",Rare Shadow Unit,Unearthed Abomination,,Unit,Skeleton Minion,Shadow,3,2,"When you summon Unearthed Abomination, target player discards a card.",2,0,,,ßß^The mere sight of its twisted and mangled form is enough to drive anyone to madness.^,S,188,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S188,38,038-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S188",,,,,,,,,,,,,0,0
Gets a counter every time something dies. Counters add attack and defense.,Rare Shadow Unit,Death Warden,,Unit,Ghost Reaper,Shadow,4,1,"Whenever a unit dies, you may pay {1}. If you do, put a +1/+1 counter on Death Warden.",1,1,,,"ßß^As they pass into the next world, she is there to greet them.^",S,189,Rare,2,dedication_Shadow_1.png,Rare.png,frame_Unit_Shadow.psd,S189,snake,prime-snake-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S189",,,,,,,,,,,,,0,0
Necromancer and skeleton lord,Rare Shadow Unit,"Ranith, Son of Ix",Legendary,Unit,Human Necromancer,Shadow,4,2,"When you summon Ranith, Son of Ix, you may return target Skeleton from your discard to your hand.ßßSkeletons you control get %Strength +1% and cost {1} less to summon from your hand.",2,4,,,,S,190,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S190,moon3,prime-moon3-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S190",,,,,,,,,,,,,0,0
"Must be cast in cavalry, has flying and 2 Movement. Gets Strength +2 if on opponent's side.",Rare Shadow Unit,Unchained Demon,,Unit,Demon,Shadow,6,2,"%Flying% ^(This unit may march into and out of spaces occupied by enemy units.)^ßßWhen you summon Unchained Demon, you may sacrifice any number of units. If you do, put twice that many +1/+1 counters on Unchained Demon.",5,4,,,"ßß^Bound no longer to the void, it darkens the sky with its ominous presence.^",S,191,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Unit_Shadow.psd,S191,53,053-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S191",,,,,,,,,,,,,0,0
Return a unit from your discard to your hand.,Common Shadow Spell,Undeath,Strategic,Spell,Necromancy,Shadow,1,1,Return target unit from your discard to your hand.,,,,,"ßß^""Despite what many think, these were once our brothers-in-arms. It is our duty to provide them the rest they deserve.""ß— Gareth Thenn^",S,192,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S192,death2,prime-death2-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S192",,,,,,,,,,,,,0,0
Target player discards a card.,Common Shadow Tactic,Instill Fear,Tactical,Spell,Enchantment,Shadow,2,1,Reduce target defending unit's next defense roll by 10. This cannot reduce the defense roll to less than 1.,,,,,"ßß^""With discipline, we control our forces. With fear, we control our theirs.""ß— Aranon, the Conqueror^",S,193,Common,0,dedication_Shadow_1.png,Common.png,frame_tactical_Spell_Shadow.psd,S193,22,022-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S193",,,,,,,,,,,,,0,0
Double target unit's attack roll.,Common Shadow Tactic,Tainted Well,Strategic,Spell,Alteration,Shadow,2,1,Reduce target enemy unit's Defense by 4 until the end of the turn. This cannot reduce that unit's Defense to less than 1.,,,,,"ßß^""The corruption spreads beneath even the roots of this place."" ß— Geena, the Forestcaller^",S,194,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S194,29,029-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S194",,,,,,,,,,,,,0,0
Destroy target non-shadow unit.,Common Shadow Spell,Casualty of War,Tactical,Spell,Destruction,Shadow,3,2,Kill target unit. Cast this spell only if there is a conquered territory on the battlefield.,,,,,"ßß^""I tried to prevent this war, yet I find myself no more able to cease this conflict than I can return this ink to its bottle.""ß— Journal Entry, Ranith, Son of Ix^",S,195,Common,0,dedication_Shadow_2.png,Common.png,frame_tactical_Spell_Shadow.psd,S195,execution2,prime-execution2-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S195",,,,,,,,,,,,,0,0
"Relic that causes an opponent to discard a card if you control the unit with the highest strength7/3/17: Changed to Stalker's Oath",Common Shadow Strategy,Stalker's Oath,,Strategy,Plan,Shadow,3,2,"Whenever an opponent summons a unit, if Stalker's Oath is a strategy, it becomes a 5/1 Shadow Rogue unit. Move it into the same space that unit was summoned to.",,,,,,S,196,Common,0,dedication_Shadow_2.png,Common.png,frame_Strategy_Shadow.psd,E196,creepy,prime-creepy-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E196",,,,,,,,,,,,,0,0
Possession spell,Common Shadow Spell,Dark Possession,Strategic,Spell,Alteration,Shadow,4,1,Target unit loses all abilities and becomes a 4/4 Shadow unit with %Flying% until the end of the turn ^(it may march into and out of spaces occupied by enemy units)^.,,,,,,S,197,Common,0,dedication_Shadow_1.png,Common.png,frame_Spell_Shadow.psd,S197,moon,prime-moon-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S197",,,,,,,,,,,,,,
Return a unit from the discard to a Ruins you control.,Uncommon Shadow Spell,Eternal Servitude,Strategic,Spell,Necromancy,Shadow,X,1,Summon target Shadow unit with mana cost X or less in any discard to an unconquered Ruins you control. ^(X may be any amount of mana you choose to pay when you cast this spell.)^,,,,,"ßß^""I have not brought you back to life, I have brought you back to serve.""ß— Khara, Sister of Ix^",S,198,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_Spell_Shadow.psd,S198,invocation,prime-invocation-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S198",,,,,,,,,,,,,0,0
Destroy a unit with mana cost X,Uncommon Shadow Tactic,Assassin's Price,Tactical,Spell,Destruction,Shadow,X+2,2,Kill target unit with mana cost X. ^(X may be any amount of mana you choose to pay when you cast this spell.)^,,,,,"ßß^“Real change does not come at the stroke of a pen, or at the walls of a siege, but at the tip of a knife.”ß— Lady Kythrin, Councillor of Merenthia^",S,199,Uncommon,1,dedication_Shadow_2.png,Uncommon.png,frame_tactical_Spell_Shadow.psd,S199,8,008-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S199",,,,,,,,,,,,,0,0
Place a ruins where target unit is if there is no land played there yet.,Uncommon Shadow Spell,Ominous Discovery,Tactical,Spell,Conjuration,Shadow,4,1,Put a Ruins card from your hand onto the battlefield in the space target Shadow unit is on. Cast this spell only if there is no territory on that space. ^(This spell may put a territory you control into an opponent's battlefield.)^,,,,,"ßß^""The excavating crew's reports ceased once they'd reached the base of the pyramid. I will investigate and return with my findings.""ß— Elissa, Councillor of Merenthia^",S,200,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_tactical_Spell_Shadow.psd,S200,37,037-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S200",,,,,,,,,,,,,0,0
discard a unit. Then target player discards two cards and you draw 2 cards.,Uncommon Shadow Spell,Necessary Losses,Tactical,Spell,Divination,Shadow,6,1,"As an additional cost to cast Necessary Losses, discard a unit card.ßßTarget player discards two cards and you draw two cards.",,,,,,S,201,Uncommon,1,dedication_Shadow_1.png,Uncommon.png,frame_tactical_Spell_Shadow.psd,S201,execution,prime-execution-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S201",,,,,,,,,,,,,0,0
Deal damage to a unit you control to tutor for a card.,Rare Shadow Spell,Blood Pact,Strategic,Spell,Divination,Shadow,3,2,"Deplete target you control, then Blood Pact deals 15 damage to that unit. If it survives, you may search your deck for a card, draw it, then shuffle your deck.",,,,,,S,202,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Spell_Shadow.psd,S202,5,005-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S202",,,,,,,,,,,,,0,0
"Temple of Ix7/3/17: Changed to Last Rites",Rare Shadow Strategy,Last Rites,,Strategy,Ritual,Shadow,4,2,"Whenever a unit an opponent controls dies, you may pay {3}. If you do, draw a card.",,,,,,S,203,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Strategy_Shadow.psd,S203,death,prime-death-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S203",,,,,,,,,,,ruins_shadow.jpg,,0,0
All units have their defense reduced to 1 until the end of the turn.,Rare Shadow Tactic,Poison Cloud,Strategic,Spell,Conjuration,Shadow,5,2,Reduce the Defense of all units to 1 until the end of the turn.,,,,,ßß^The undercity vents run on a strict schedule. That schedule is set by the highest bidder.^,S,204,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Spell_Shadow.psd,S204,15,015-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S204",,,,,,,,,,,,,0,0
"Gain control of a territory, break it and then destroy it (Shadow spell)",Rare Shadow Spell,Grasp of Desecration,Strategic,Spell,Destruction,Shadow,5,2,"Gain control of target enemy territory. That territory is a Ruins until the end of the turn. At the end of the turn, sacrifice it. ^(You may summon units to territories you control.)^",,,,,"ßß^""The decay was instant and unfathomable. What was an idyllic township one day was overrun with the walking dead the next. We could do nothing but burn our dead and vow to never speak of it again.""ß— from Confessions of Kiara the Bard^",S,205,Rare,2,dedication_Shadow_2.png,Rare.png,frame_Spell_Shadow.psd,S205,2,002-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S205",,,,,,,,,,,,,4,4
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,206,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow.psd,S206,47,047-Prime-Shadow.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S206",Ruins,Basic,Territory,Ruins,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",0,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S206",0,0
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,207,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow.psd,S207,crypt-territory,prime-crypt-territory-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S207",Ruins,Basic,Territory,Ruins,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",0,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S207",0,0
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,208,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow.psd,S208,ruins,prime-ruins-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S208",Ruins,Basic,Territory,Ruins,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",0,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S208",0,0
Ruins,Common Shadow Territory,Ruins,Basic,Territory,Ruins,Shadow,,1,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",,,~1,2,,S,209,Common,0,dedication_Shadow_1.png,Common.png,frame_Territory_Shadow.psd,S209,ruins2,prime-ruins2-Shadow.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S209",Ruins,Basic,Territory,Ruins,"^Ruins adds {1} to your mana supply when you play it, and at the beginning of each of your turns. It provides 1 affiliation to Shadow.^",0,dedication_Shadow_1.png,~1,2,Common.png,ruins_shadow.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - S209",0,0
Borderland,Common Neutral Territory,Borderland,Basic,Territory,,Neutral,,,"Borderland has the elemental affiliation of all territories adjacent to it. ^(For instance, if Borderland is adjacent to a Wilderness and a Desert, it has 1 affiliation to Earth and 1 affiliation to Air.)^",,,~1,2,,N,210,Common,0,dedication_Neutral_.png,Common.png,frame_Territory_Neutral_Basic.psd,E210,wilderness2,prime-wilderness2-Neutral.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E210",Borderland,Basic,Territory,0,"Borderland has the elemental affiliation of all territories adjacent to it. ^(For instance, if Borderland is adjacent to a Wilderness and a Desert, it has 1 affiliation to Earth and 1 affiliation to Air.)^",0,dedication_Neutral_.png,~1,2,Common.png,wasteland_neutral.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E210",0,0
Search deck for a territory,Common Territory,Terra Nova,,Territory,,Neutral,,,"Pay {1}, sacrifice Terra Nova: Search your deck for a basic territory card, reveal it and draw it, then shuffle your deck.",,,~0,2,,N,211,Common,0,dedication_Neutral_.png,Common.png,frame_Territory_Neutral.psd,E211,49,049-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E211",Terra Nova,0,Territory,0,"Pay {1}, sacrifice Terra Nova: Search your deck for a basic territory card, reveal it and draw it, then shuffle your deck.",0,dedication_Neutral_.png,~0,2,Common.png,wasteland_neutral.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E211",0,0
Seeking Orb,Common Relic,Orb of Delving,,Relic,,Neutral,2,,"£: Reveal the top four cards of your deck. If any territories are revealed, target opponent chooses one among them. Put any cards not chosen on the bottom of your deck in any order. If your opponent chose a card, draw that card, then sacrifice Orb of Delving.",,,,,ßß^A hundred futures discarded in a desperate bid for power...^,N,212,Common,0,dedication_Neutral_.png,Common.png,frame_Relic_Neutral.psd,E212,40,040-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E212",,,,,,,,,,,,,,
"Rusted Golem73/17: Moved to Common",Common Relic Unit,Rusted Golem,,Relic Unit,Golem,Neutral,5,1,"Deplete Rusted Golem at the end of any battle where Rusted Golem was the attacking or defending unit. ^(If Rusted Golem wins a charge, it moves prior to depleting.)^",6,6,,,"ßß^“I’ll get the damn thing up and running as best I can, but this hunk of bolts hasn’t seen any action since there was a Khai in Thanguul.”ß— Aidan, Karthan Supply Master^",N,213,Common,0,dedication_Neutral_1.png,Common.png,frame_Relic Unit_Neutral.psd,E213,20,020-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E213",,,,,,,,,,,,,0,0
Stronghold gives + defense,Uncommon Neutral Territory,Stronghold,,Territory,,Neutral,,,Pay {3}: Stronghold gains %Defense +1% until the end of the turn.,,,~1,1,,N,214,Uncommon,1,dedication_Neutral_.png,Uncommon.png,frame_Territory_Neutral.psd,E214,49,049-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E214",Stronghold,0,Territory,0,Pay {3}: Stronghold gains %Defense +1% until the end of the turn.,0,dedication_Neutral_.png,~1,1,Uncommon.png,wasteland_neutral.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E214",0,0
Relic that makes each player draw additional cards each turn,Uncommon Neutral Relic,Selphirian Tome,,Relic,,Neutral,6,,"Pay {4}, £: Draw a card.",,,,,"ßß^When Selphiria drowned, not all of its secrets did...^",N,215,Uncommon,1,dedication_Neutral_.png,Uncommon.png,frame_Relic_Neutral.psd,E215,tome,prime-tome-Neutral.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E215",,,,,,,,,,,,,0,0
"Relic that you can pay mana to to draw a card7/4/17: Changed to Battering Ram from Token of Power",Uncommon Neutral Relic,Battering Ram,,Relic,,Neutral,3,,Units you control get %Strength +1% until the end of the battle whenever they besiege a territory.,,,,,,N,216,Uncommon,1,dedication_Neutral_.png,Uncommon.png,frame_Relic_Neutral.psd,E216,batteringram,prime-batteringram-Neutral.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E216",,,,,,,,,,,,,0,0
"Whenever you play a spell, you may pay some mana to draw a card.7/4/17: Changed to Siege Towers from Prophet's Mirror",Uncommon Neutral Relic,Siege Towers,,Relic,,Neutral,4,,Ranged units you control get %Strength +1% until the end of the battle whenever they make a Ranged attack.,,,,,,N,217,Uncommon,1,dedication_Neutral_.png,Uncommon.png,frame_Relic_Neutral.psd,E217,siege,prime-siege-Neutral.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E217",,,,,,,,,,,,,0,0
"Diamon Prison - pay 3 and deplete to deplete target unit or relic7/4/17: Changed to Resonant Crystal",Uncommon Relic,Resonant Crystal,,Relic,,Neutral,3,,"Whenever you play a spell, draw a card. Then, if you control two or more cards named Resonant Crystal, sacrifice each card you control named Resonant Crystal.",,,,,,N,218,Uncommon,1,dedication_Neutral_.png,Uncommon.png,frame_Relic_Neutral.psd,E218,36,036-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E218",,,,,,,,,,,,,,
Sacrifice to destroy all units on it.,Rare Neutral Territory,Quicksand,,Territory,,Neutral,,,"^Strategy Phase Only^ — Pay {4}, sacrifice Quicksand: Kill all non-Flying units on Quicksand.",,,~1,1,,N,219,Rare,2,dedication_Neutral_.png,Rare.png,frame_Territory_Neutral.psd,E219,48,048-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E219",Quicksand,0,Territory,0,"^Strategy Phase Only^ — Pay {4}, sacrifice Quicksand: Kill all non-Flying units on Quicksand.",0,dedication_Neutral_.png,~1,1,Rare.png,wasteland_neutral.jpg,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E219",0,0
Relic that lets you discard cards if you don't like them when you draw.,Rare Neutral Relic,Prophet's Mirror,,Relic,,Neutral,1,,"Whenever you draw your first card at the beginning of your turn, reveal that card. You may pay {2}. If you do, banish that card and draw a card.",,,,,,N,220,Rare,2,dedication_Neutral_.png,Rare.png,frame_Relic_Neutral.psd,E220,40,040-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E220",,,,,,,,,,,,,0,0
Put a card from your hand on the bottom of your deck every turn and draw a card,Rare Neutral Relic,Helm of Malakar,,Relic,,Neutral,2,,"Players cannot alter the result of die rolls.ßßWhenever an attacking unit you control ties a defense roll an opponent makes, your unit wins the battle instead.",,,,,,N,221,Rare,2,dedication_Neutral_.png,Rare.png,frame_Relic_Neutral.psd,E221,27,027-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E221",,,,,,,,,,,,,0,0
"Sacrifice with a conquered territory to get a new territory.7/4/17: Chanted to Font of Mystery",Rare Neutral Relic,Font of Mystery,,Relic,,Neutral,4,,"At the beginning of each player's turn, that player draws an additional card.",,,,,"ßß^""With the fury of Sekhari, the King slayed the barbarians. Their horses dragged the mangled bodies back to the hinterland. None shall overtake the mighty kingdom of Ghis.""ß— Author unknown^",N,222,Rare,2,dedication_Neutral_.png,Rare.png,frame_Relic_Neutral.psd,E222,34,034-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E222",,,,,,,,,,,,,0,0
"Wailing Well - Whenever a unit comes into play, you may pay {2}. If you do, deplete that unit.",Rare Neutral Relic,Wailing Warrior,,Relic Unit,,Neutral,5,,"%Flying%ßßWhenever a unit is summoned adjacent to Wailing Warrior, deplete that unit.",3,4,,,,N,223,Rare,2,dedication_Neutral_.png,Rare.png,frame_Relic Unit_Neutral.psd,E223,warrior5,prime-warrior5-Neutral.jpg,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E223",,,,,,,,,,,,,0,0
Realm Eater - Neutral Elemental,Rare Neutral Relic,Realm Eater,,Unit,Elemental,Neutral,9,,"Realm Eater has %Aggressive% if you control an Earth territory, %Dodge% if you control an Air territory, %Rampage% if you control a Fire territory, %Counterattack% if you control a Water territory, %Inspiration% if you control a Light territory and %Backstab% {0} if you control a Shadow territory.",5,5,,,,N,224,Rare,2,dedication_Neutral_.png,Rare.png,frame_Unit_Neutral.psd,E224,53,053-Prime-Neutral.png,Prime,_,Prime.png,"© & ™ 2017 Arcane Arts, LLC. All Rights Reserved. Prime _ _ - E224",,,,,,,,,,,,,4,4
