Card Concept,Card Element/Type/Slot,Name,Supertype,Type,Subtype,Element,Cost,Dedication,Text,Strength,Defense,Mana,Territory Defense,Flavor Text,Element ID,Card Number,Rarity,Deckbuilding Points,@dedication_image,@rarity_icon,@frame,Card ID,Art ID,@card_image,Set,Subset,@set_symbol,Copyright Text,Landscape Name,Supertype,Type,Subtype,Landscape Text,Landscape Flavor Text,@Landscape_Dedication,Landscape Mana,Landscape Defense,@rarity_icon_landscape,@image_landscape,Landscape Copyright Text,Ben's Rating,Dan's Rating
Deplete to either give units of a unit type +2/+2 until eot or each player sacrifices a unit of that type,Rare Light+,"Gaalen, the Culling Star",Legendary,Unit,Elf Cleric,Light_LE,4,LE,"Pay {2}, £: Choose a unit type you control. Each unit of the chosen type gets +2/+2 until the end of the turn.§Pay {3}, £: Choose a unit type you control. Each player sacrifices a unit of that type.",2,3,,,§§^Behind each verse of peace in the Oath of Greatheart is a word of war.^,H,193,Rare,2,dedication_Light_LE_LE.png,Rare.png,frame_Unit_Light_LE.psd,H193,8,008-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H193",,,,,,,,,,,,,,
"Units you control have movement +X, where C is the number of conquered territories you control.",Rare Light+,"Sevryn Farr, Zealotstoker",Legendary,Unit,Human Cleric,Light_LA,5,LA,"All units you control have %Movement +X%, where X is the number of your territories your opponents have conquered.",4,3,,,,H,194,Rare,2,dedication_Light_LA_LA.png,Rare.png,frame_Unit_Light_LA.psd,H194,37,037-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H194",,,,,,,,,,,,,,
Light + Fire - destroy target unit that could have attacked last turn but did not.,Rare Light+,"Averret, Pacifist's Bane",Legendary,Unit,Human Soldier,Light_LF,4,LF,"At the end of each player's turn, that player sacrifices a unit that did not attack and did not come into play this turn.",3,4,,,,H,195,Rare,2,dedication_Light_LF_LF.png,Rare.png,frame_Unit_Light_LF.psd,H195,51,051-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H195",,,,,,,,,,,,,,
"Light + Water - each time this unit wins a battle, put a +1/+1 counter on each unit you control. At the beginning of your turn, remove a +1/+1 counter from each unit you control, and add 1 mana to your mana supply for each counter removed in this way.",Rare Light+,"Lynni Traal, Mentor of Inquisitors",Legendary,Unit,Human Soldier,Light_LW,6,LW,"When Lynni Traal, Mentor of Inquisitors wins an attack, put a +1/+1 counter on each unit you control.§§At the beginning of your turn, remove a +1/+1 counter from each unit you control. Add 1 mana to your mana supply for each +1/+1 counter removed in this way.",2,2,,,,H,196,Rare,2,dedication_Light_LW_LW.png,Rare.png,frame_Unit_Light_LW.psd,H196,5,005-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H196",,,,,,,,,,,,,,
Light & Earth Territory,Rare Light+,Verdant Valley,,Territory,Wilderness Monument,Light_LE,,LE,"^At the beginning of your turn and when Verdant Valley comes into play, it adds 1 mana to your mana supply. Verdant Valley counts as both an Earth and Light territory.^",,,~1,1,,H,197,Rare,2,dedication_Light_LE_LE.png,Rare.png,frame_Territory_Light_LE.psd,H197,15,015-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H197",Verdant Valley,,Territory,Wilderness Monument,"^At the beginning of your turn and when Verdant Valley comes into play, it adds 1 mana to your mana supply. Verdant Valley counts as both an Earth and Light territory.^",,dedication_Light_LE_LE.png,~1,1,Rare.png,monument_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H197",,
Light & Air Territory,Rare Light+,Great Pyramid,,Territory,Desert Monument,Light_LA,,LA,"^At the beginning of your turn and when Great Pyramid comes into play, it adds 1 mana to your mana supply. Great Pyramid counts as both an Air and Light territory.^",,,~1,1,,H,198,Rare,2,dedication_Light_LA_LA.png,Rare.png,frame_Territory_Light_LA.psd,H198,2,002-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H198",Great Pyramid,,Territory,Desert Monument,"^At the beginning of your turn and when Great Pyramid comes into play, it adds 1 mana to your mana supply. Great Pyramid counts as both an Air and Light territory.^",,dedication_Light_LA_LA.png,~1,1,Rare.png,monument_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H198",,
Light & Fire Territory,Rare Light+,Obsidian Temple,,Territory,Wasteland Monument,Light_LF,,LF,"^At the beginning of your turn and when Obsidian Temple comes into play, it adds 1 mana to your mana supply. Obsidian Temple counts as both a Fire and Light territory.^",,,~1,1,,H,199,Rare,2,dedication_Light_LF_LF.png,Rare.png,frame_Territory_Light_LF.psd,H199,47,047-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H199",Obsidian Temple,,Territory,Wasteland Monument,"^At the beginning of your turn and when Obsidian Temple comes into play, it adds 1 mana to your mana supply. Obsidian Temple counts as both a Fire and Light territory.^",,dedication_Light_LF_LF.png,~1,1,Rare.png,monument_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H199",,
Light & Water Territory,Rare Light+,Marble Aqueduct,,Territory,River Monument,Light_LW,,LW,"^At the beginning of your turn and when Marble Aqueduct comes into play, it adds 1 mana to your mana supply. Marble Aqueduct counts as both a Water and Light territory.^",,,~1,1,,H,200,Rare,2,dedication_Light_LW_LW.png,Rare.png,frame_Territory_Light_LW.psd,H200,47,047-Prime-Light.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H200",Marble Aqueduct,,Territory,River Monument,"^At the beginning of your turn and when Marble Aqueduct comes into play, it adds 1 mana to your mana supply. Marble Aqueduct counts as both a Water and Light territory.^",,dedication_Light_LW_LW.png,~1,1,Rare.png,monument_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H200",,
Shadow + Earth - unit is aggressive if you control more territories than an opponent.,Common Shadow+,Onari Initiate,,Unit,Elf Cleric,Shadow_SE,2,SE,Onari Initiate has %Aggressive% if you control more territories than an opponent. ^(Units with Aggressive may move or attack the turn they come into play.)^,2,2,,,,H,201,Common,0,dedication_Shadow_SE_e006.png,Common.png,frame_Unit_Shadow_SE.psd,H201,47,047-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H201",,,,,,,,,,,,,,
"Shadow + Air Unit - Flying, dodge 3/3",Common Shadow+,Zederi Air Squadron,,Unit,Human Soldier,Shadow_SA,6,SA,"%Flying% ^(This unit may move into and out of spaces occupied by enemy units.)^§§%Dodge% ^(Whenever this unit makes a defense roll, if there are doubles in the result, it wins the defense.)^",3,4,,,,H,202,Common,0,dedication_Shadow_SA_SA.png,Common.png,frame_Unit_Shadow_SA.psd,H202,47,047-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H202",,,,,,,,,,,,,,
"Shadow + Fire Unit - When it comes into play, target player reveals their hand and discards a unit with less strength than this unit.",Common Shadow+,Anarak Champion,,Unit,Ogre,Shadow_SF,6,SF,"When you summon Anarak Champion, target player reveals their hand and discards a unit card of their choice with less Strength than Anarak Champion.",5,4,,,,H,203,Common,0,dedication_Shadow_SF_SF.png,Common.png,frame_Unit_Shadow_SF.psd,H203,47,047-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H203",,,,,,,,,,,,,,
"Shadow + Water Unit - Whenever this wins an attack or dies, target player puts the top 2 cards of their deck into their discard.",Common Shadow+,Crystal Cove Fathom Mage,,Unit,Human Mage,Shadow_SW,3,SW,"When you summon Crystal Cove Fathom Mage, each player puts the top 3 cards of their decks into their discard piles.",2,2,,,,H,204,Common,0,dedication_Shadow_SW_SW.png,Common.png,frame_Unit_Shadow_SW.psd,H204,47,047-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H204",,,,,,,,,,,,,,
"Shadow + Fire unit - flying, when this attacks a non-flying unit, deal 1d6 damage to that unit.",Common Shadow+,Ashwater Demon,,Unit,Demon,Shadow_SF,5,SF,"%Flying% ^(This unit may move into and out of spaces occupied by enemy units.)^§§When Ashwater Demon attacks a non-Flying unit, deal 1{d6} damage to that unit.",3,2,,,,H,205,Common,0,dedication_Shadow_SF_SF.png,Common.png,frame_Unit_Shadow_SF.psd,H205,30,030-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H205",,,,,,,,,,,,,,
Shadow + Water unit - banish a card in your discard: this gets +1/-1 or -1/+1 until the end of the turn play only once per turn.,Common Shadow+,Brackwater Elemental,,Unit,Elemental,Shadow_SW,4,SW,Banish a card in your discard: Brackwater Elemental gets +1/-1 or -1/+1 until the end of the turn. Play this ability only once per turn.,3,3,,,,H,206,Common,0,dedication_Shadow_SW_SW.png,Common.png,frame_Unit_Shadow_SW.psd,H206,40,040-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H206",,,,,,,,,,,,,,
"Shadow + Earth Spell - target opponent discards a card at random. If a territory is discarded in this way, put it into play under your control.",Uncommon Shadow+,Stolen Horizons,,Spell,Divination,Shadow_SE,4,SE,"Target opponent discards a card at random. If a territory card is discarded in this way, put it into play under your control.",,,,,,H,207,Uncommon,1,dedication_Shadow_SE_SE.png,Uncommon.png,frame_Spell_Shadow_SE.psd,H207,1,001-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H207",,,,,,,,,,,,,,
Shadow + Air Spell - each non-flying unit gets -2/-2 until eot.,Uncommon Shadow+,Black Harmattan,,Spell,Conjuration,Shadow_SA,5,SA,Each non-Flying unit gets -2/-2 until the end of the turn.,,,,,,H,208,Uncommon,1,dedication_Shadow_SA_SA.png,Uncommon.png,frame_Spell_Shadow_SA.psd,H208,35,035-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H208",,,,,,,,,,,,,,
"Shadow + Fire Spell - target unit takes xd6 damage, and target unit gains Strength +X until eot, drain life style",Uncommon Shadow+,Sadistic Strength,,Spell,Destruction,Shadow_SF,X+2,SF,Choose two target units. Sadistic Strength deals X{d6} damage to one target unit. The other unit gains %Strength +X% until the end of the turn.,,,,,,H,209,Uncommon,1,dedication_Shadow_SF_SF.png,Uncommon.png,frame_Spell_Shadow_SF.psd,H209,25,025-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H209",,,,,,,,,,,,,,
"Shadow + Water Spell - target unit gets. -2/+2. Then, you may switch that unit's Strength and Defense until the end of the turn.",Uncommon Shadow+,Outside In,Tactical,Spell,Alteration,Shadow_SW,3,SW,"Target unit gets -2/+2 until the end of the turn. Then, you may switch that unit's Strength and Defense until the end of the turn.",,,,,"§§^The light within is extracted, purified and returned to its host.^",H,210,Uncommon,1,dedication_Shadow_SW_SW.png,Uncommon.png,frame_tactical_Spell_Shadow_SW.psd,H210,20,020-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H210",,,,,,,,,,,,,,
"Shadow + Earth Unit - You may banish a unit from your discard pile to play this unit , defending a territory you control. 2/3 resilient",Uncommon Shadow+,Gorilla Guerilla,,Unit,Gorilla Soldier,Shadow_SE,5,SE,"%Resilient% ^(This unit does not suffer defense penalties.)^§§If a territory you control is attacked, you may banish a unit in your discard pile to put this unit into play from your hand defending that territory. If you do, banish Gorilla Guerilla at the end of the turn.",2,3,,,,H,211,Uncommon,1,dedication_Shadow_SE_SE.png,Uncommon.png,frame_Unit_Shadow_SE.psd,H211,7,007-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H211",,,,,,,,,,,,,,
"Shadow + Air Unit - Sleeper Agent. Play it in your territory, then when it gets into an opponent's territory, you may sacrifice it to put a unit from your hand into play under their control.",Uncommon Shadow+,Sleeper Agent,,Unit,Human Rogue,Shadow_SA,3,SA,"Pay {3}, sacrifice Sleeper Agent: Put a unit from your hand into play in the space where Sleeper Agent was sacrificed. Play this ability only on your turn, and only if Sleeper Agent is on a territory an opponent controls.",1,2,,,,H,212,Uncommon,1,dedication_Shadow_SA_SA.png,Uncommon.png,frame_Unit_Shadow_SA.psd,H212,35,035-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H212",,,,,,,,,,,,,,
"Target opponent chooses a number, then you choose a number. Return all units in your discard pile with mana cost equal to one of the chosen numbers to play on an unconquered territory you control. Then that opponent returns each unit in their discard with mana cost equal to the other chosen number to their hand.",Rare Shadow+,Graveraid,,Spell,Necromancy,Shadow_SE,8,SE,"Target opponent chooses a number, then you choose a number. Return all units in your discard pile with mana cost equal to one of the chosen numbers to an unconquered territory you control. Then, that opponent returns each unit in their discard pile with mana cost equal to the other chosen number to their hand.",,,,,,H,213,Rare,2,dedication_Shadow_SE_SE.png,Rare.png,frame_Spell_Shadow_SE.psd,H213,29,029-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H213",,,,,,,,,,,,,,
Destroy target unit that moved or advanced this turn. (You may play this spell before that unit finishes advancing.),Rare Shadow+,Fell Wind,Tactical,Spell,Destruction,Shadow_SA,2,SA,Kill target unit that moved or advanced this turn. ^(You may play this spell before that unit finishes advancing.)^,,,,,,H,214,Rare,2,dedication_Shadow_SA_SA.png,Rare.png,frame_tactical_Spell_Shadow_SA.psd,H214,31,031-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H214",,,,,,,,,,,,,,
"Furnace Funeral - target unit takes Xd6 damage. If that unit dies, banish it. Then search that unit's owner's deck, hand and discard for any copies of that card and banish them as well.",Rare Shadow+,Furnace Funeral,,Spell,Destruction,Shadow_SF,X+1,SF,"Deal X{d6} damage to target unit. If that unit dies in this way, banish it and all other copies from its owner's discard. Then, search that player's deck and hand for any copies of that card and banish them, then shuffle their deck.",,,,,,H,215,Rare,2,dedication_Shadow_SF_SF.png,Rare.png,frame_Spell_Shadow_SF.psd,H215,24,024-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H215",,,,,,,,,,,,,,
"You and target player reveal the top X cards of your decks. If any revealed cards from target player's deck have the same mana cost as any cards you revealed, you may cast both cards without paying their cost. Then, banish all other cards revealed this way.",Rare Shadow+,Sightless Peering,,Spell,Divination,Shadow_SW,X+3,SW,"You and target opponent each reveal the top X cards of your decks. If the mana cost of a revealed card from your deck matches the mana cost of a revealed card from that opponent's deck, you may play both cards without paying their cost. You may repeat this process as many times as you are able. Then, banish the remaining cards. ^(Territories do not have mana costs.)^",,,,,,H,216,Rare,2,dedication_Shadow_SW_SW.png,Rare.png,frame_Spell_Shadow_SW.psd,H216,40,040-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H216",,,,,,,,,,,,,,
Shadow & Earth Territory,Rare Shadow+,Overgrown Labyrinth,,Territory,Wilderness Ruins,Shadow_SE,,SE,"^At the beginning of your turn and when Overgrown Labyrinth comes into play, it adds 1 mana to your mana supply. Overgrown Labyrinth counts as both an Earth and Shadow territory.^",,,~1,1,,H,217,Rare,2,dedication_Shadow_SE_SE.png,Rare.png,frame_Territory_Shadow_SE.psd,H217,4,004-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H217",Overgrown Labyrinth,,Territory,Wilderness Ruins,"^At the beginning of your turn and when Overgrown Labyrinth comes into play, it adds 1 mana to your mana supply. Overgrown Labyrinth counts as both an Earth and Shadow territory.^",,dedication_Shadow_SE_SE.png,~1,1,Rare.png,ruins_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H217",,
Shadow & Air Territory,Rare Shadow+,Forgotten Tomb,,Territory,Desert Ruins,Shadow_SA,,SA,"^At the beginning of your turn and when Forgotten Tomb comes into play, it adds 1 mana to your mana supply. Forgotten Tomb counts as both an Air and Shadow territory.^",,,~1,1,,H,218,Rare,2,dedication_Shadow_SA_SA.png,Rare.png,frame_Territory_Shadow_SA.psd,H218,37,037-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H218",Forgotten Tomb,,Territory,Desert Ruins,"^At the beginning of your turn and when Forgotten Tomb comes into play, it adds 1 mana to your mana supply. Forgotten Tomb counts as both an Air and Shadow territory.^",,dedication_Shadow_SA_SA.png,~1,1,Rare.png,ruins_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H218",,
Shadow & Fire Territory,Rare Shadow+,Charred Village,,Territory,Wasteland Ruins,Shadow_SF,,SF,"^At the beginning of your turn and when Charred Village comes into play, it adds 1 mana to your mana supply. Charred Village counts as both a Fire and Shadow territory.^",,,~1,1,,H,219,Rare,2,dedication_Shadow_SF_SF.png,Rare.png,frame_Territory_Shadow_SF.psd,H219,34,034-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H219",Charred Village,,Territory,Wasteland Ruins,"^At the beginning of your turn and when Charred Village comes into play, it adds 1 mana to your mana supply. Charred Village counts as both a Fire and Shadow territory.^",,dedication_Shadow_SF_SF.png,~1,1,Rare.png,ruins_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H219",,
Shadow & Water Territory,Rare Shadow+,Sunken Monolith,,Territory,River Ruins,Shadow_SW,,SW,"^At the beginning of your turn and when Sunken Monolith comes into play, it adds 1 mana to your mana supply. Sunken Monolith counts as both a Water and Shadow territory.^",,,~1,1,,H,220,Rare,2,dedication_Shadow_SW_SW.png,Rare.png,frame_Territory_Shadow_SW.psd,H220,53,053-Prime-Shadow.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H220",Sunken Monolith,,Territory,River Ruins,"^At the beginning of your turn and when Sunken Monolith comes into play, it adds 1 mana to your mana supply. Sunken Monolith counts as both a Water and Shadow territory.^",,dedication_Shadow_SW_SW.png,~1,1,Rare.png,ruins_neutral.jpg,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - H220",,
"Book of Ix - shadow units get +1/+1. If a shadow unit with strength 5 or greater wins a battle, sacrifice it, then draw a card.",Rare Neutral,Book of Ix,,Relic,,Neutral,5,1,"Shadow units you control get +1/+1.§§Whenever a Shadow unit you control wins a battle, if it has 5 or greater Strength, sacrifice it. If you do, draw a card.",,,,,"§§^A book lacking a single word, speaking with a thousand voices.^",N,221,Rare,2,dedication_Neutral_1.png,Rare.png,frame_Relic_Neutral.psd,N221,49,049-Prime-Neutral.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - N221",,,,,,,,,,,,,,
Eye of Madness,Rare Neutral,Eye of Madness,Major,Relic,,Neutral,7,1,"Whenever a player plays a Shadow spell, they gain 1 Corruption token unless they banish a card in their discard pile.§§Whenever a player plays a Light spell, they gain 1 Corruption token unless they return a unit they control to their hand. ^(If a player has 3 Corruption tokens, they lose the game.)^",,,,,,N,222,Rare,2,dedication_Neutral_1.png,Rare.png,frame_Relic_Neutral.psd,N222,49,049-Prime-Neutral.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - N222",,,,,,,,,,,,,,
"Tome of Prohibitions - Whenever a light unit comes into play, put a counter on it. Whenever a shadow unit dies, you may remove a counter to counter an attempted ability from a shadow unit.",Rare Neutral,Tome of Prohibitions,,Relic,,Neutral,4,1,"Whenever a Light unit comes into play, put a Prohibition counter on it.§§Pay {4}, Remove a Prohibition counter from Tome of Prohibitions: Counter target attempted ability if that ability's source is a Shadow unit.",,,,,,N,223,Rare,2,dedication_Neutral_1.png,Rare.png,frame_Relic_Neutral.psd,N223,49,049-Prime-Neutral.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - N223",,,,,,,,,,,,,,
Sigil of Loyalty,Rare Neutral,Sigil of Loyalty,,Relic,,Neutral,2,1,Spells or abilities controlled by opponents can't cause you to lose control of units you control.,,,,,,N,224,Rare,2,dedication_Neutral_1.png,Rare.png,frame_Relic_Neutral.psd,N224,48,048-Prime-Neutral.png,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - N224",,,,,,,,,,,,,,
3/2 Scaleskin Illusion Token,Common Token,Scaleskin Illusion,Token,Unit,Scaleskin Illusion,Air,,1,,3,0,,,,T,225,Common,,dedication_Air_1.png,Common.png,frame_Unit_Air.psd,T225,8,mystic_Air.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T225",,,,,,,,,,,,,,
*/* Copy Token,Common Token,Copy,Token,Unit,Illusion,Air,,1,Copy comes under your control as a copy of target unit.,*,*,,,,T,226,Common,,dedication_Air_1.png,Common.png,frame_Unit_Air.psd,T226,8,mystic_Air.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T226",,,,,,,,,,,,,,
4/4 Illusion Token,Common Token,Illusion,Token,Unit,Illusion,Air,,1,"%Flying% ^(This unit can move into and out of spaces occupied by enemy units.)^§§Whenever you play a unit, sacrifice an Illusion token or sacrifice this.",4,4,,,,T,227,Common,,dedication_Air_1.png,Common.png,frame_Unit_Air.psd,T227,8,mystic_Air.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T227",,,,,,,,,,,,,,
3/3 Angel Illusion Token,Common Token,Angel Illusion,Token,Unit,Angel Illusion,Light,,1,%Flying% ^(This unit can move into and out of spaces occupied by enemy units.)^,3,3,,,,T,228,Common,,dedication_Light_1.png,Common.png,frame_Unit_Light.psd,T228,8,mystic_Light.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T228",,,,,,,,,,,,,,
1/1 Skeleton Token,Common Token,Skeleton,Token,Unit,Skeleton,Shadow,,1,,1,1,,,,T,229,Common,,dedication_Shadow_1.png,Common.png,frame_Unit_Shadow.psd,T229,8,mystic_Shadow.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T229",,,,,,,,,,,,,,
1/1 Cleric Token,Common Token,Human Cleric,Token,Unit,Human Cleric,Shadow,,1,,1,1,,,,T,230,Common,,dedication_Shadow_1.png,Common.png,frame_Unit_Shadow.psd,T230,8,mystic_Shadow.jpg,Witchhunt,,Witchhunt.png,"© & ª 2016 Arcane Arts, LLC. All Rights Reserved. Witchhunt - T230",,,,,,,,,,,,,,
Cards not concepted: 0,Rare Shadow+,Cards not named: 0,,,,Neutral,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
